"","id","year","genus","species","latbi","commonName","plantNickname","budburst","leafout","coloredLeaves","DBH","lengthMM","accessionDate","pgs","fgs","budburstGDD5","leafoutGDD5","leafcolorGDD5","pgsGDD5","fgsGDD5","budburstGDD10","leafoutGDD10","leafcolorGDD10","pgsGDD10","fgsGDD10","pgsGDD10AVG"
"323","CAGL_6990_A",2016,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",110,118,NA,45.7,1.4986,"12-29-1909",NA,NA,250.702777777778,310.275,NA,NA,NA,104.172222222222,137.736111111111,NA,NA,NA,1677.84166666667
"324","CAGL_6990_A",2017,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",100,114,253,45.7,1.6256,"12-29-1909",139,153,168.266666666667,269.911111111111,2216.82777777778,1946.91666666667,2048.56111111111,64.6027777777778,121.766666666667,1412.09444444445,1290.32777777778,1347.49166666667,1568.95
"325","CAGL_6990_A",2018,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",119,122,249,45.7,1.3716,"12-29-1909",127,130,243.377777777778,271.027777777778,2333.45555555556,2062.42777777778,2090.07777777778,96.4083333333333,114.169444444444,1555.225,1441.05555555556,1458.81666666667,1529.73055555556
"326","CAGL_6990_A",2019,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",108,111,251,45.7,1.3208,"12-29-1909",140,143,188.194444444444,228.5,2212.11111111111,1983.61111111111,2023.91666666667,76.5666666666667,101.872222222222,1438.33333333333,1336.46111111111,1361.76666666667,1351.37777777778
"327","CAGL_6990_A",2020,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",119,127,262,45.7,1.2954,"12-29-1909",135,143,238.388888888889,298.25,2446.5,2148.25,2208.11111111111,79.6944444444445,110.666666666667,1627.69444444444,1517.02777777778,1548,1491.58333333333
"328","CAGL_6990_A",2021,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",NA,113,NA,45.7,1.2192,"12-29-1909",NA,NA,NA,231.972222222222,NA,NA,NA,NA,104.972222222222,NA,NA,NA,1404.25
"329","CAGL_6990_A",2022,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",112,116,NA,45.7,1.1684,"12-29-1909",NA,NA,263.222222222222,282.083333333333,NA,NA,NA,109.472222222222,116.083333333333,NA,NA,NA,1457.5
"330","CAGL_6990_A",2023,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",104,104,NA,45.7,1.778,"12-29-1909",NA,NA,242.75,242.75,NA,NA,NA,91.6388888888889,91.6388888888889,NA,NA,NA,NA
"331","CAGL_6990_A",2024,"Carya","glabra","Carya glabra","Pignut hickory","6990*A",NA,123,NA,45.7,1.651,"12-29-1909",NA,NA,NA,282.222222222222,NA,NA,NA,NA,114.083333333333,NA,NA,NA,NA
"108","CAOV_12907_B",2016,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",130,131,284,54.8,0.7493,"10-18-1883",153,154,361.85,370.366666666667,2762.05277777778,2391.68611111111,2400.20277777778,154.258333333333,160.275,1811.40555555556,1651.13055555556,1657.14722222222,1639.61666666667
"109","CAOV_12907_B",2017,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",105,118,285,54.8,0.8382,"10-18-1883",167,180,210.533333333333,306.980555555556,2663.82777777778,2356.84722222222,2453.29444444444,89.3694444444444,140.880555555556,1708.97222222222,1568.09166666667,1619.60277777778,1526.10555555556
"110","CAOV_12907_B",2018,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",118,125,272,54.8,0.6604,"10-18-1883",147,154,237.494444444444,324.438888888889,2630.55277777778,2306.11388888889,2393.05833333333,93.475,152.580555555556,1739.34722222222,1586.76666666667,1645.87222222222,1586.76666666667
"111","CAOV_12907_B",2019,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",110,121,260,54.8,1.27,"10-18-1883",139,150,216.791666666667,277.297222222222,2321.825,2044.52777777778,2105.03333333333,95.163888888889,120.366666666667,1506.08888888889,1385.72222222222,1410.925,1385.72222222222
"112","CAOV_12907_B",2020,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",125,134,276,54.8,0.9271,"10-18-1883",142,151,290.027777777778,332.361111111111,2613.44444444444,2281.08333333333,2323.41666666667,107.444444444444,127.888888888889,1734.80555555555,1606.91666666667,1627.36111111111,1521.61111111111
"113","CAOV_12907_B",2022,"Carya","ovata","Carya ovata","Shagbark hickory","12907*B",NA,126,NA,54.8,0.6985,"10-18-1883",NA,NA,NA,340.166666666667,NA,NA,NA,NA,141.111111111111,NA,NA,NA,1589.77777777778
"114","CAOV_12907_D",2016,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",130,132,284,51.8,0.9144,"10-18-1883",152,154,361.85,381.222222222222,2762.05277777778,2380.83055555555,2400.20277777778,154.258333333333,167.977777777778,1811.40555555556,1643.42777777778,1657.14722222222,1631.91388888889
"115","CAOV_12907_D",2017,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",105,118,264,51.8,0.8509,"10-18-1883",146,159,210.533333333333,306.980555555556,2389.78333333333,2082.80277777778,2179.25,89.3694444444444,140.880555555556,1530.05,1389.16944444445,1440.68055555556,1526.10555555556
"116","CAOV_12907_D",2018,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",118,125,272,51.8,0.8636,"10-18-1883",147,154,237.494444444444,324.438888888889,2630.55277777778,2306.11388888889,2393.05833333333,93.475,152.580555555556,1739.34722222222,1586.76666666667,1645.87222222222,1586.76666666667
"117","CAOV_12907_D",2019,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",108,124,260,51.8,1.1303,"10-18-1883",136,152,188.194444444444,290.016666666667,2321.825,2031.80833333333,2133.63055555556,76.5666666666667,123.430555555556,1506.08888888889,1382.65833333333,1429.52222222222,1382.65833333333
"118","CAOV_12907_D",2020,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",125,134,276,51.8,1.2827,"10-18-1883",142,151,290.027777777778,332.361111111111,2613.44444444444,2281.08333333333,2323.41666666667,107.444444444444,127.888888888889,1734.80555555555,1606.91666666667,1627.36111111111,1521.61111111111
"119","CAOV_12907_D",2022,"Carya","ovata","Carya ovata","Shagbark hickory","12907*D",NA,126,NA,51.8,1.1303,"10-18-1883",NA,NA,NA,340.166666666667,NA,NA,NA,NA,141.111111111111,NA,NA,NA,1589.77777777778
"120","CAOV_12907_G",2016,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",110,127,278,59.5,1.4605,"10-18-1883",151,168,250.702777777778,343.369444444445,2712.38333333333,2369.01388888889,2461.68055555555,104.172222222222,145.972222222222,1783.31944444445,1637.34722222222,1679.14722222222,1653.91944444445
"121","CAOV_12907_G",2017,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",105,117,285,59.5,1.7399,"10-18-1883",168,180,210.533333333333,290.847222222222,2663.82777777778,2372.98055555556,2453.29444444444,89.3694444444444,129.747222222222,1708.97222222222,1579.225,1619.60277777778,1537.23888888889
"122","CAOV_12907_G",2018,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",122,125,272,59.5,1.4224,"10-18-1883",147,150,271.027777777778,324.438888888889,2630.55277777778,2306.11388888889,2359.525,114.169444444444,152.580555555556,1739.34722222222,1586.76666666667,1625.17777777778,1586.76666666667
"123","CAOV_12907_G",2019,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",108,119,260,59.5,1.8415,"10-18-1883",141,152,188.194444444444,269.641666666667,2321.825,2052.18333333333,2133.63055555556,76.5666666666667,117.711111111111,1506.08888888889,1388.37777777778,1429.52222222222,1388.37777777778
"124","CAOV_12907_G",2020,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",125,129,262,59.5,1.6764,"10-18-1883",133,137,290.027777777778,309.111111111111,2446.5,2137.38888888889,2156.47222222222,107.444444444444,116.472222222222,1627.69444444444,1511.22222222222,1520.25,1533.02777777778
"125","CAOV_12907_G",2021,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",115,124,NA,59.5,2.1844,"10-18-1883",NA,NA,245.944444444444,307.333333333333,NA,NA,NA,111.861111111111,140.722222222222,NA,NA,NA,1520.19444444444
"126","CAOV_12907_G",2022,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",116,126,258,59.5,1.2954,"10-18-1883",132,142,282.083333333333,340.166666666667,2491.63888888889,2151.47222222222,2209.55555555555,116.083333333333,141.111111111111,1645.58333333333,1504.47222222222,1529.5,1589.77777777778
"127","CAOV_12907_G",2023,"Carya","ovata","Carya ovata","Shagbark hickory","12907*G",NA,138,NA,59.5,1.4732,"10-18-1883",NA,NA,NA,490.111111111111,NA,NA,NA,NA,216.888888888889,NA,NA,NA,NA
"128","CAOV_12907_I",2016,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",130,132,278,51,1.1557,"10-18-1883",146,148,361.85,381.222222222222,2712.38333333333,2331.16111111111,2350.53333333333,154.258333333333,167.977777777778,1783.31944444445,1615.34166666667,1629.06111111111,1631.91388888889
"129","CAOV_12907_I",2017,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",105,118,285,51,0.9652,"10-18-1883",167,180,210.533333333333,306.980555555556,2663.82777777778,2356.84722222222,2453.29444444444,89.3694444444444,140.880555555556,1708.97222222222,1568.09166666667,1619.60277777778,1526.10555555556
"130","CAOV_12907_I",2018,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",118,125,272,51,1.397,"10-18-1883",147,154,237.494444444444,324.438888888889,2630.55277777778,2306.11388888889,2393.05833333333,93.475,152.580555555556,1739.34722222222,1586.76666666667,1645.87222222222,1586.76666666667
"131","CAOV_12907_I",2019,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",108,124,260,51,1.1811,"10-18-1883",136,152,188.194444444444,290.016666666667,2321.825,2031.80833333333,2133.63055555556,76.5666666666667,123.430555555556,1506.08888888889,1382.65833333333,1429.52222222222,1382.65833333333
"132","CAOV_12907_I",2020,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",125,136,250,51,1.524,"10-18-1883",114,125,290.027777777778,354.388888888889,2283.94444444444,1929.55555555555,1993.91666666667,107.444444444444,142.416666666667,1522.97222222222,1380.55555555556,1415.52777777778,1507.08333333333
"133","CAOV_12907_I",2021,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",115,124,270,51,1.1303,"10-18-1883",146,155,245.944444444444,307.333333333333,2535.11111111111,2227.77777777778,2289.16666666667,111.861111111111,140.722222222222,1660.91666666667,1520.19444444444,1549.05555555556,1520.19444444444
"134","CAOV_12907_I",2022,"Carya","ovata","Carya ovata","Shagbark hickory","12907*I",NA,126,NA,51,1.6256,"10-18-1883",NA,NA,NA,340.166666666667,NA,NA,NA,NA,141.111111111111,NA,NA,NA,1589.77777777778
"135","CAOV_12907_N",2016,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",125,132,285,61.2,1.1176,"10-18-1883",153,160,336.738888888889,381.222222222222,2768.725,2387.50277777778,2431.98611111111,144.972222222222,167.977777777778,1815.57777777778,1647.6,1670.60555555556,1631.91388888889
"136","CAOV_12907_N",2017,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",112,118,285,61.2,1.3462,"10-18-1883",167,173,255.044444444445,306.980555555556,2663.82777777778,2356.84722222222,2408.78333333333,112.425,140.880555555556,1708.97222222222,1568.09166666667,1596.54722222222,1526.10555555556
"137","CAOV_12907_N",2018,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",118,125,274,61.2,1.016,"10-18-1883",149,156,237.494444444444,324.438888888889,2649.38611111111,2324.94722222222,2411.89166666667,93.475,152.580555555556,1749.43333333333,1596.85277777778,1655.95833333333,1586.76666666667
"138","CAOV_12907_N",2019,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",108,124,260,61.2,1.0668,"10-18-1883",136,152,188.194444444444,290.016666666667,2321.825,2031.80833333333,2133.63055555556,76.5666666666667,123.430555555556,1506.08888888889,1382.65833333333,1429.52222222222,1382.65833333333
"139","CAOV_12907_N",2020,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",125,134,273,61.2,1.0287,"10-18-1883",139,148,290.027777777778,332.361111111111,2579.38888888889,2247.02777777778,2289.36111111111,107.444444444444,127.888888888889,1714.55555555555,1586.66666666667,1607.11111111111,1521.61111111111
"140","CAOV_12907_N",2021,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",115,NA,NA,61.2,1.397,"10-18-1883",NA,NA,245.944444444444,NA,NA,NA,NA,111.861111111111,NA,NA,NA,NA,NA
"141","CAOV_12907_N",2022,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",114,126,286,61.2,0.9271,"10-18-1883",160,172,273.138888888889,340.166666666667,2755.41666666667,2415.25,2482.27777777778,113.333333333333,141.111111111111,1789.5,1648.38888888889,1676.16666666667,1589.77777777778
"142","CAOV_12907_N",2023,"Carya","ovata","Carya ovata","Shagbark hickory","12907*N",NA,138,NA,61.2,1.2065,"10-18-1883",NA,NA,NA,490.111111111111,NA,NA,NA,NA,216.888888888889,NA,NA,NA,NA
"159","PODE_16611_F",2016,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",110,136,286,93.9,1.1938,"08-15-1895",150,176,250.702777777778,425.45,2776.79444444444,2351.34444444444,2526.09166666667,104.172222222222,194.036111111111,1820.76111111111,1626.725,1716.58888888889,1643.46944444445
"160","PODE_16611_F",2017,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",107,124,250,93.9,1.2065,"08-15-1895",126,143,239.694444444445,355.761111111111,2181.93888888889,1826.17777777778,1942.24444444444,108.530555555556,168.916666666667,1392.20555555556,1223.28888888889,1283.675,1173.39166666667
"161","PODE_16611_F",2018,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",117,124,270,93.9,1.6129,"08-15-1895",146,153,226.783333333333,310.475,2611.21666666667,2300.74166666667,2384.43333333333,86.75,143.616666666667,1729.79166666667,1586.175,1643.04166666667,1524.65
"162","PODE_16611_F",2019,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",123,123,260,93.9,1.1049,"08-15-1895",137,137,284.333333333333,284.333333333333,2321.825,2037.49166666667,2037.49166666667,122.044444444445,122.044444444445,1506.08888888889,1384.04444444445,1384.04444444445,1255.25
"163","PODE_16611_F",2020,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",125,126,261,93.9,1.0795,"08-15-1895",135,136,290.027777777778,294.888888888889,2437.36111111111,2142.47222222222,2147.33333333333,107.444444444444,109.805555555556,1623.44444444444,1513.63888888889,1516,1477.61111111111
"164","PODE_16611_F",2021,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",120,123,278,93.9,1.1938,"08-15-1895",155,158,276.666666666667,302.277777777778,2605.58333333333,2303.30555555555,2328.91666666667,125.25,139.611111111111,1696.44444444444,1556.83333333333,1571.19444444444,1414
"165","PODE_16611_F",2022,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",117,127,269,93.9,0.8128,"08-15-1895",142,152,286.083333333333,344.25,2609.86111111111,2265.61111111111,2323.77777777778,117.583333333333,141.555555555556,1714.44444444444,1572.88888888889,1596.86111111111,1572.88888888889
"166","PODE_16611_F",2023,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",NA,125,254,93.9,1.1938,"08-15-1895",129,NA,NA,351.222222222222,2315.86111111111,1964.63888888889,NA,NA,129,1483.27777777778,1354.27777777778,NA,1298.72222222222
"167","PODE_16611_F",2024,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*F",NA,120,238,93.9,0.9271,"08-15-1895",118,NA,NA,260.722222222222,2102.05555555555,1841.33333333333,NA,NA,103.583333333333,1374,1270.41666666667,NA,1354.63888888889
"168","PODE_16611_J",2016,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",NA,136,286,71,1.2319,"08-15-1895",150,NA,NA,425.45,2776.79444444444,2351.34444444444,NA,NA,194.036111111111,1820.76111111111,1626.725,NA,1643.46944444445
"169","PODE_16611_J",2017,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",107,124,231,71,1.4732,"08-15-1895",107,124,239.694444444445,355.761111111111,1912.05,1556.28888888889,1672.35555555556,108.530555555556,168.916666666667,1215.18333333333,1046.26666666667,1106.65277777778,1173.39166666667
"170","PODE_16611_J",2018,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",117,124,269,71,1.4986,"08-15-1895",145,152,226.783333333333,310.475,2598.71944444444,2288.24444444444,2371.93611111111,86.75,143.616666666667,1722.29444444444,1578.67777777778,1635.54444444444,1524.65
"171","PODE_16611_J",2019,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",NA,128,245,71,1.8796,"08-15-1895",117,NA,NA,317.994444444445,2130.66666666667,1812.67222222222,NA,NA,137.486111111111,1386.88888888889,1249.40277777778,NA,1239.80833333333
"172","PODE_16611_J",2020,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",126,132,255,71,0.9779,"08-15-1895",123,129,294.888888888889,323.166666666667,2368.69444444444,2045.52777777778,2073.80555555555,109.805555555556,123.694444444444,1582.72222222222,1459.02777777778,1472.91666666667,1463.72222222222
"173","PODE_16611_J",2021,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",123,125,257,71,2.2479,"08-15-1895",132,134,302.277777777778,310.944444444444,2348.80555555556,2037.86111111111,2046.52777777778,139.611111111111,140.722222222222,1539.41666666667,1398.69444444444,1399.80555555556,1412.88888888889
"174","PODE_16611_J",2022,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",117,127,NA,71,1.2319,"08-15-1895",NA,NA,286.083333333333,344.25,NA,NA,NA,117.583333333333,141.555555555556,NA,NA,NA,1572.88888888889
"175","PODE_16611_J",2023,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",NA,129,254,71,2.0828,"08-15-1895",125,NA,NA,390.833333333333,2315.86111111111,1925.02777777778,NA,NA,153.166666666667,1483.27777777778,1330.11111111111,NA,1274.55555555555
"176","PODE_16611_J",2024,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*J",NA,123,248,71,1.3843,"08-15-1895",125,NA,NA,282.222222222222,2251.11111111111,1968.88888888889,NA,NA,114.083333333333,1473.5,1359.41666666667,NA,1344.13888888889
"177","PODE_16611_K",2015,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",NA,NA,249,81.5,2.3876,"08-15-1895",NA,NA,NA,NA,2186.93333333333,NA,NA,NA,NA,1459.03333333333,NA,NA,NA
"178","PODE_16611_K",2016,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",122,136,304,81.5,2.5654,"08-15-1895",168,182,327.430555555556,425.45,2909.21388888889,2483.76388888889,2581.78333333333,144.763888888889,194.036111111111,1891.65555555556,1697.61944444445,1746.89166666667,1643.46944444445
"179","PODE_16611_K",2017,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",107,124,270,81.5,2.413,"08-15-1895",146,163,239.694444444445,355.761111111111,2490.41388888889,2134.65277777778,2250.71944444444,108.530555555556,168.916666666667,1600.68055555556,1431.76388888889,1492.15,1173.39166666667
"180","PODE_16611_K",2018,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",117,129,269,81.5,2.6543,"08-15-1895",140,152,226.783333333333,361.197222222222,2598.71944444444,2237.52222222222,2371.93611111111,86.75,172.261111111111,1722.29444444444,1550.03333333333,1635.54444444444,1496.00555555556
"181","PODE_16611_K",2019,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",NA,128,245,81.5,2.8575,"08-15-1895",117,NA,NA,317.994444444445,2130.66666666667,1812.67222222222,NA,NA,137.486111111111,1386.88888888889,1249.40277777778,NA,1239.80833333333
"182","PODE_16611_K",2020,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",125,132,255,81.5,1.778,"08-15-1895",123,130,290.027777777778,323.166666666667,2368.69444444444,2045.52777777778,2078.66666666667,107.444444444444,123.694444444444,1582.72222222222,1459.02777777778,1475.27777777778,1463.72222222222
"183","PODE_16611_K",2021,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",123,125,257,81.5,1.4605,"08-15-1895",132,134,302.277777777778,310.944444444444,2348.80555555556,2037.86111111111,2046.52777777778,139.611111111111,140.722222222222,1539.41666666667,1398.69444444444,1399.80555555556,1412.88888888889
"184","PODE_16611_K",2022,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",128,130,NA,81.5,1.6891,"08-15-1895",NA,NA,347.583333333333,357.333333333333,NA,NA,NA,142.194444444445,145.555555555556,NA,NA,NA,1568.88888888889
"185","PODE_16611_K",2023,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",NA,129,266,81.5,2.7178,"08-15-1895",137,NA,NA,390.833333333333,2474.27777777778,2083.44444444444,NA,NA,153.166666666667,1581.69444444444,1428.52777777778,NA,1274.55555555555
"186","PODE_16611_K",2024,"Populus","deltoides","Populus deltoides","Eastern cottonwood","16611*K",NA,127,254,81.5,3.7973,"08-15-1895",127,NA,NA,308.916666666667,2329.5,2020.58333333333,NA,NA,125.916666666667,1521.88888888889,1395.97222222222,NA,1332.30555555556
"260","PODE_22099_A",2016,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",127,133,286,58,0.9017,"07-01-1911",153,159,343.369444444445,392.922222222222,2776.79444444444,2383.87222222222,2433.425,145.972222222222,174.775,1820.76111111111,1645.98611111111,1674.78888888889,1662.73055555556
"261","PODE_22099_A",2017,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",102,120,231,58,1.0668,"07-01-1911",111,129,192.547222222222,332.116666666667,1912.05,1579.93333333333,1719.50277777778,78.8833333333333,157.522222222222,1215.18333333333,1057.66111111111,1136.3,1184.78611111111
"262","PODE_22099_A",2018,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",117,118,236,58,1.143,"07-01-1911",118,119,226.783333333333,237.494444444444,2077.34722222222,1839.85277777778,1850.56388888889,86.75,93.475,1364.11666666667,1270.64166666667,1277.36666666667,1574.79166666667
"263","PODE_22099_A",2019,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",123,128,229,58,1.3208,"07-01-1911",101,106,284.333333333333,317.994444444445,1869.02222222222,1551.02777777778,1584.68888888889,122.044444444445,137.486111111111,1205.07222222222,1067.58611111111,1083.02777777778,1239.80833333333
"264","PODE_22099_A",2020,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",125,127,255,58,1.0033,"07-01-1911",128,130,290.027777777778,298.25,2368.69444444444,2070.44444444444,2078.66666666667,107.444444444444,110.666666666667,1582.72222222222,1472.05555555556,1475.27777777778,1476.75
"265","PODE_22099_A",2021,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",123,123,243,58,1.27,"07-01-1911",120,120,302.277777777778,302.277777777778,2146.86111111111,1844.58333333333,1844.58333333333,139.611111111111,139.611111111111,1407.47222222222,1267.86111111111,1267.86111111111,1414
"266","PODE_22099_A",2022,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",123,128,269,58,0.9525,"07-01-1911",141,146,316.333333333333,347.583333333333,2609.86111111111,2262.27777777778,2293.52777777778,130.777777777778,142.194444444445,1714.44444444444,1572.25,1583.66666666667,1572.25
"267","PODE_22099_A",2023,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",NA,129,229,58,1.524,"07-01-1911",100,NA,NA,390.833333333333,1893.33333333333,1502.5,NA,NA,153.166666666667,1185.75,1032.58333333333,NA,1274.55555555555
"268","PODE_22099_A",2024,"Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A",120,120,245,58,1.397,"07-01-1911",125,125,260.722222222222,260.722222222222,2211.75,1951.02777777778,1951.02777777778,103.583333333333,103.583333333333,1448.69444444444,1345.11111111111,1345.11111111111,1354.63888888889
"256","QUAL_21815_E",2016,"Quercus","alba","Quercus alba","White oak","21815*E",115,NA,282,73.3,2.159,"07-01-1931",NA,167,294.011111111111,NA,2748.50277777778,NA,2454.49166666667,129.511111111111,NA,1805.56388888889,NA,1676.05277777778,NA
"257","QUAL_21815_E",2017,"Quercus","alba","Quercus alba","White oak","21815*E",118,119,271,73.3,1.9812,"07-01-1931",152,153,306.980555555556,324.725,2504.35555555555,2179.63055555556,2197.375,140.880555555556,153.625,1609.62222222222,1455.99722222222,1468.74166666667,1504.26111111111
"258","QUAL_21815_E",2018,"Quercus","alba","Quercus alba","White oak","21815*E",NA,126,274,73.3,2.1717,"07-01-1931",148,NA,NA,334.116666666667,2649.38611111111,2315.26944444444,NA,NA,157.258333333333,1749.43333333333,1592.175,NA,1629.88333333333
"259","QUAL_21815_E",2019,"Quercus","alba","Quercus alba","White oak","21815*E",117,127,268,73.3,2.4892,"07-01-1931",141,151,260.283333333333,309.558333333334,2428.66944444445,2119.11111111111,2168.38611111111,113.402777777778,133.494444444445,1578.60555555556,1445.11111111111,1465.20277777778,1482.94444444445
"269","QUAL_227-2011_A",2016,"Quercus","alba","Quercus alba","White oak","227-2011*A",NA,NA,282,66.1,0.9398,"07-26-2011",NA,NA,NA,NA,2748.50277777778,NA,NA,NA,NA,1805.56388888889,NA,NA,NA
"270","QUAL_227-2011_A",2017,"Quercus","alba","Quercus alba","White oak","227-2011*A",110,124,288,66.1,0.9779,"07-26-2011",164,178,251.691666666667,355.761111111111,2696.12777777778,2340.36666666667,2444.43611111111,112.425,168.916666666667,1728.77222222222,1559.85555555556,1616.34722222222,1488.96944444444
"271","QUAL_227-2011_A",2018,"Quercus","alba","Quercus alba","White oak","227-2011*A",NA,126,NA,66.1,1.0287,"07-26-2011",NA,NA,NA,334.116666666667,NA,NA,NA,NA,157.258333333333,NA,NA,NA,1629.88333333333
"272","QUAL_227-2011_A",2019,"Quercus","alba","Quercus alba","White oak","227-2011*A",117,127,268,66.1,1.016,"07-26-2011",141,151,260.283333333333,309.558333333334,2428.66944444445,2119.11111111111,2168.38611111111,113.402777777778,133.494444444445,1578.60555555556,1445.11111111111,1465.20277777778,1482.94444444445
"283","QUAL_22886_D",2016,"Quercus","alba","Quercus alba","White oak","22886*D",115,NA,279,87.2,1.7907,"07-01-1950",NA,164,294.011111111111,NA,2719.08611111111,NA,2425.075,129.511111111111,NA,1786.52777777778,NA,1657.01666666667,NA
"284","QUAL_22886_D",2017,"Quercus","alba","Quercus alba","White oak","22886*D",110,119,257,87.2,1.7907,"07-01-1950",138,147,251.691666666667,324.725,2280.23055555556,1955.50555555556,2028.53888888889,112.425,153.625,1455.49722222222,1301.87222222222,1343.07222222222,1504.26111111111
"285","QUAL_22886_D",2018,"Quercus","alba","Quercus alba","White oak","22886*D",NA,123,NA,87.2,1.4986,"07-01-1950",NA,NA,NA,291.277777777778,NA,NA,NA,NA,129.419444444444,NA,NA,NA,1657.72222222222
"286","QUAL_22886_D",2019,"Quercus","alba","Quercus alba","White oak","22886*D",117,127,260,87.2,1.8415,"07-01-1950",133,143,260.283333333333,309.558333333334,2321.825,2012.26666666667,2061.54166666667,113.402777777778,133.494444444445,1506.08888888889,1372.59444444445,1392.68611111111,1482.94444444445
"287","QUAL_358-82_A",2016,"Quercus","alba","Quercus alba","White oak","358-82*A",115,NA,282,38.4,4.8387,"03-25-1982",NA,167,294.011111111111,NA,2748.50277777778,NA,2454.49166666667,129.511111111111,NA,1805.56388888889,NA,1676.05277777778,NA
"288","QUAL_358-82_A",2017,"Quercus","alba","Quercus alba","White oak","358-82*A",117,124,291,38.4,6.0325,"03-25-1982",167,174,290.847222222222,355.761111111111,2718.70555555556,2362.94444444444,2427.85833333333,129.747222222222,168.916666666667,1742.33055555556,1573.41388888889,1612.58333333333,1488.96944444444
