"","id","idrep","species","Code","Letter","Rep","lengthCM","yearCor"
"35","ACRU_1196-84_A","ACRU_1196-84_A_I","ACRU","1196-84","A","I",0.40386,1990
"36","ACRU_1196-84_A","ACRU_1196-84_A_I","ACRU","1196-84","A","I",0.23876,1989
"37","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.31496,2024
"38","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.4445,2023
"39","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.18288,2022
"40","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.3937,2021
"41","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.1778,2020
"42","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.51816,2019
"43","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.33528,2018
"44","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.27686,2017
"45","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.12192,2016
"46","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.33528,2015
"47","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.29718,2014
"48","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.48006,2013
"49","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.61722,2012
"50","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.05588,2011
"51","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.36576,2010
"52","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.55118,2009
"53","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.50546,2008
"54","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.2921,2007
"55","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.50292,2006
"56","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.57912,2005
"57","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.62484,2004
"58","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.83312,2003
"59","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.84328,2002
"60","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.78232,2001
"61","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.03048,2000
"62","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.44704,1999
"63","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.56642,1998
"64","ACRU_1196-84_A","ACRU_1196-84_A_II","ACRU","1196-84","A","II",0.48768,1997
"65","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.08382,2024
"66","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.13716,2023
"67","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.1016,2022
"68","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.18288,2021
"69","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.1143,2020
"70","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.17018,2019
"71","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.17272,2018
"72","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.1905,2017
"73","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.1397,2016
"74","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.21082,2015
"75","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.21336,2014
"76","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.24384,2013
"77","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.26416,2012
"78","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.14478,2011
"79","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.07366,2010
"80","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.26416,2009
"81","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.37846,2008
"82","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.2413,2007
"83","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.11938,2006
"84","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.25146,2005
"85","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.17526,2004
"86","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.15494,2003
"87","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.21082,2002
"88","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.23622,2001
"89","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.28702,2000
"90","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.4572,1999
"91","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.254,1998
"92","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.33782,1997
"93","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.19304,1996
"94","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.35814,1995
"95","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.18288,1994
"96","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.19304,1993
"97","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.18034,1992
"98","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.25654,1991
"99","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.14224,1990
"100","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.17018,1989
"101","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.37846,1988
"102","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.30226,1987
"103","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.17526,1986
"104","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.16764,1985
"105","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.25654,1984
"106","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.37592,1983
"107","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.20828,1982
"108","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.2667,1981
"109","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.24638,1980
"110","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.26924,1979
"111","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.32766,1978
"112","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.19812,1977
"113","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.1905,1976
"114","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.35814,1975
"115","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.28194,1974
"116","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.27432,1973
"117","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.23368,1972
"118","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.26924,1971
"119","ACRU_15350_A","ACRU_15350_A_I","ACRU","15350","A","I",0.07112,1970
"120","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.14986,2024
"121","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.26924,2023
"122","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.15494,2022
"123","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.30988,2021
"124","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.13716,2020
"125","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.2413,2019
"126","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.2921,2018
"127","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.23114,2017
"128","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.20066,2016
"129","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.31242,2015
"130","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.36068,2014
"131","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.35306,2013
"132","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.35052,2012
"133","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.26924,2011
"134","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.23876,2010
"135","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.32766,2009
"136","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.36068,2008
"137","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.28194,2007
"138","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.32258,2006
"139","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.27432,2005
"140","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.19812,2004
"141","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.28194,2003
"142","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.32258,2002
"143","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.34798,2001
"144","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.50292,2000
"145","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.26416,1999
"146","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.35306,1998
"147","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.19304,1997
"148","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.38354,1996
"149","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.2667,1995
"150","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.33782,1994
"151","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.29718,1993
"152","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.36322,1992
"153","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.27432,1991
"154","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.36576,1990
"155","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.43688,1989
"156","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.43688,1988
"157","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.28702,1987
"158","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.31496,1986
"159","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.35052,1985
"160","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.39624,1984
"161","ACRU_15350_A","ACRU_15350_A_II","ACRU","15350","A","II",0.21844,1983
"162","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.15494,2024
"163","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.16256,2023
"164","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.20066,2022
"165","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.12954,2021
"166","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.18542,2020
"167","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.16764,2019
"168","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.17526,2018
"169","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.0889,2017
"170","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.1524,2016
"171","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.10922,2015
"172","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.03556,2014
"173","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.0508,2013
"174","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.11684,2012
"175","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.09652,2011
"176","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.14732,2010
"177","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.1143,2009
"178","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.09398,2008
"179","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.12954,2007
"180","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.16764,2006
"181","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.17272,2005
"182","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.13462,2004
"183","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.01778,2003
"184","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.09906,2002
"185","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.11176,2001
"186","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.0254,2000
"187","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.27432,1999
"188","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.22098,1998
"189","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.34544,1997
"190","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.23368,1996
"191","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.30226,1995
"192","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.29718,1994
"193","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.28194,1993
"194","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.29972,1992
"195","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.51816,1991
"196","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.39116,1990
"197","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.41402,1989
"198","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.57658,1988
"199","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.3937,1987
"200","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.31242,1986
"201","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.254,1985
"202","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.38608,1984
"203","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.3302,1983
"204","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.2413,1982
"205","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.40894,1981
"206","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.39624,1980
"207","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.42672,1979
"208","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.30226,1978
"209","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.32004,1977
"210","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.16256,1976
"211","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.38354,1975
"212","ACRU_524-2009_A","ACRU_524-2009_A_I","ACRU","524-2009","A","I",0.43942,1974
"213","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.20066,2024
"214","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.15748,2023
"215","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.33274,2022
"216","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.26416,2021
"217","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.28448,2020
"218","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.32258,2019
"219","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.25654,2018
"220","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.16002,2017
"221","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.15494,2016
"222","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.10414,2015
"223","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.0635,2014
"224","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.19304,2013
"225","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.18034,2012
"226","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.2413,2011
"227","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.20066,2010
"228","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.17018,2009
"229","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.23114,2008
"230","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.10414,2007
"231","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.12446,2006
"232","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.12192,2005
"233","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.01778,2004
"234","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.14224,2003
"235","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.22606,2002
"236","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.18034,2001
"237","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.33528,2000
"238","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.23622,1999
"239","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.60198,1998
"240","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.46482,1997
"241","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.46482,1996
"242","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.39116,1995
"243","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.38354,1994
"244","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.44196,1993
"245","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.7493,1992
"246","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.48514,1991
"247","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.66294,1990
"248","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.6858,1989
"249","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.47752,1988
"250","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.55626,1987
"251","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.33528,1986
"252","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.3683,1985
"253","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.35814,1984
"254","ACRU_524-2009_A","ACRU_524-2009_A_II","ACRU","524-2009","A","II",0.44704,1983
"255","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.09652,2024
"256","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.1016,2023
"257","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.04826,2022
"258","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.08382,2021
"259","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.09398,2020
"260","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.10414,2019
"261","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.14224,2018
"262","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.03302,2017
"263","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.05842,2016
"264","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.0762,2015
"265","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.21844,2014
"266","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.08128,2013
"267","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.12192,2012
"268","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.05334,2011
"269","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.24384,2010
"270","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.30734,2009
"271","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.3048,2008
"272","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.26924,2007
"273","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.29464,2006
"274","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.30734,2005
"275","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.1778,2004
"276","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.23114,2003
"277","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.1524,2002
"278","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.32766,2001
"279","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.38354,2000
"280","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.23368,1999
"281","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.24638,1998
"282","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.1905,1997
"283","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.3175,1996
"284","ACRU_525-2009_A","ACRU_525-2009_A_II","ACRU","525-2009","A","II",0.27686,1995
